date,opening_cash,customer_receipts,other_inflows,supplier_payments,payroll,operating_expenses,debt_service,capex,fx_payments,closing_cash,ar_due,ap_due,currency_exposure,data_updated_at,is_actual
2025-07-17,702.39,9.21,1.13,4.42,0.0,1.97,0.0,0.0,3.41,702.92,9.95,4.2,5.8,2026-06-27,True
2025-07-18,702.92,8.95,1.17,8.57,0.0,2.31,0.0,0.0,1.08,701.08,9.67,9.76,1.83,2026-06-27,True
2025-07-19,701.08,12.03,1.0,6.12,0.0,1.73,0.0,0.0,1.06,705.21,12.99,5.81,1.8,2026-06-27,True
2025-07-20,705.21,9.98,0.78,4.22,0.0,2.28,0.0,0.0,1.29,708.17,10.78,4.01,2.19,2026-06-27,True
2025-07-21,708.17,13.45,1.14,5.34,0.0,2.45,0.0,0.0,1.48,713.49,14.53,5.07,2.51,2026-06-27,True
2025-07-22,713.49,11.72,1.52,6.3,0.0,2.31,0.0,0.0,3.26,714.86,12.65,5.99,5.54,2026-06-27,True
2025-07-23,714.86,9.83,1.03,6.86,0.0,1.44,0.0,0.0,1.45,715.97,10.62,6.52,2.46,2026-06-27,True
2025-07-24,715.97,9.65,1.09,4.02,0.0,2.05,0.0,0.0,3.53,717.11,10.42,3.82,6.0,2026-06-27,True
2025-07-25,717.11,11.55,1.4,9.18,0.0,2.02,0.0,0.0,0.8,718.06,12.48,10.47,1.36,2026-06-27,True
2025-07-26,718.06,9.19,0.78,6.18,0.0,1.88,0.0,0.0,0.75,719.21,9.93,5.87,1.28,2026-06-27,True
2025-07-27,719.21,10.26,1.17,3.8,0.0,1.7,0.0,0.0,0.98,724.16,11.08,3.61,1.67,2026-06-27,True
2025-07-28,724.16,11.91,0.93,4.2,16.99,2.13,0.0,0.0,1.15,712.53,12.86,3.99,1.95,2026-06-27,True
2025-07-29,712.53,13.79,1.27,6.56,0.0,2.11,0.0,0.0,3.02,715.9,14.89,6.23,5.13,2026-06-27,True
2025-07-30,715.9,9.08,1.17,4.64,0.0,2.08,0.0,0.0,0.99,718.43,9.8,4.41,1.69,2026-06-27,True
2025-07-31,718.43,11.9,1.23,38.41,0.0,2.3,0.0,0.0,3.18,687.68,12.86,36.49,5.41,2026-06-27,True
2025-08-01,687.68,8.58,0.76,8.57,0.0,1.86,0.0,0.0,1.04,685.55,9.27,9.77,1.77,2026-06-27,True
2025-08-02,685.55,9.06,0.93,6.08,0.0,2.2,0.0,0.0,1.0,686.26,9.78,5.78,1.7,2026-06-27,True
2025-08-03,686.26,11.64,1.31,6.61,0.0,2.41,0.0,0.0,1.2,688.98,12.57,6.28,2.04,2026-06-27,True
2025-08-04,688.98,14.23,1.2,6.97,0.0,2.2,0.0,0.0,0.79,694.46,15.37,6.62,1.35,2026-06-27,True
2025-08-05,694.46,13.11,0.83,3.93,0.0,2.42,0.0,0.0,3.27,698.77,14.16,3.74,5.57,2026-06-27,True
2025-08-06,698.77,9.59,1.3,7.49,0.0,2.12,0.0,0.0,0.87,699.18,10.36,7.12,1.48,2026-06-27,True
2025-08-07,699.18,11.78,0.97,7.04,0.0,2.26,0.0,0.0,3.26,699.37,12.72,6.69,5.55,2026-06-27,True
2025-08-08,699.37,9.22,1.24,6.58,0.0,2.31,0.0,0.0,0.95,699.99,9.96,7.5,1.62,2026-06-27,True
2025-08-09,699.99,8.07,1.16,6.15,0.0,1.78,0.0,0.0,1.15,700.14,8.72,5.84,1.95,2026-06-27,True
2025-08-10,700.14,10.36,1.25,5.74,0.0,2.51,0.0,0.0,0.8,702.71,11.18,5.45,1.35,2026-06-27,True
2025-08-11,702.71,13.53,1.11,6.25,15.87,2.33,0.0,0.0,1.13,691.77,14.61,5.94,1.92,2026-06-27,True
2025-08-12,691.77,12.63,0.8,6.31,0.0,1.82,0.0,0.0,3.03,694.04,13.64,6.0,5.15,2026-06-27,True
2025-08-13,694.04,9.21,1.33,5.35,0.0,1.92,0.0,0.0,1.1,696.21,9.95,5.08,1.88,2026-06-27,True
2025-08-14,696.21,7.97,1.27,4.78,0.0,1.71,0.0,0.0,3.45,695.52,8.61,4.54,5.86,2026-06-27,True
2025-08-15,695.52,11.0,0.95,9.46,0.0,2.08,32.0,0.0,1.04,662.89,11.88,10.79,1.76,2026-06-27,True
2025-08-16,662.89,11.16,1.05,5.48,0.0,2.16,0.0,0.0,1.09,666.37,12.05,5.21,1.86,2026-06-27,True
2025-08-17,666.37,8.94,1.05,5.14,0.0,2.36,0.0,0.0,0.92,667.94,9.66,4.88,1.57,2026-06-27,True
2025-08-18,667.94,14.04,0.85,5.69,0.0,1.89,0.0,0.0,0.97,674.29,15.16,5.41,1.65,2026-06-27,True
2025-08-19,674.29,13.75,0.82,5.22,0.0,1.88,0.0,0.0,3.77,678.01,14.85,4.96,6.4,2026-06-27,True
2025-08-20,678.01,11.2,1.26,5.15,0.0,2.28,0.0,0.0,0.96,682.08,12.1,4.89,1.63,2026-06-27,True
2025-08-21,682.08,10.59,1.13,7.15,0.0,2.18,0.0,0.0,3.29,681.18,11.44,6.79,5.6,2026-06-27,True
2025-08-22,681.18,12.0,1.29,8.13,0.0,2.67,0.0,0.0,1.06,682.62,12.96,9.26,1.8,2026-06-27,True
2025-08-23,682.62,12.58,0.91,7.1,0.0,1.99,0.0,0.0,0.86,686.16,13.58,6.74,1.46,2026-06-27,True
2025-08-24,686.16,11.01,1.1,6.13,0.0,1.75,0.0,0.0,0.96,689.43,11.89,5.83,1.62,2026-06-27,True
2025-08-25,689.43,14.61,1.0,7.17,15.69,1.75,0.0,0.0,1.24,679.18,15.78,6.82,2.1,2026-06-27,True
2025-08-26,679.18,12.77,1.39,5.2,0.0,2.04,0.0,0.0,3.45,682.64,13.79,4.94,5.87,2026-06-27,True
2025-08-27,682.64,12.26,1.18,8.01,0.0,2.18,0.0,0.0,1.21,684.68,13.24,7.61,2.06,2026-06-27,True
2025-08-28,684.68,11.71,0.66,4.17,0.0,2.17,0.0,0.0,3.19,687.53,12.64,3.96,5.41,2026-06-27,True
2025-08-29,687.53,10.44,0.94,7.74,0.0,1.89,0.0,0.0,1.25,688.02,11.27,8.83,2.12,2026-06-27,True
2025-08-30,688.02,12.28,1.22,6.0,0.0,2.19,0.0,0.0,1.15,692.18,13.26,5.7,1.95,2026-06-27,True
2025-08-31,692.18,10.54,1.09,6.75,0.0,2.09,0.0,0.0,0.88,694.08,11.38,6.42,1.5,2026-06-27,True
2025-09-01,694.08,13.84,0.71,4.71,0.0,2.18,0.0,0.0,1.03,700.72,14.95,4.47,1.74,2026-06-27,True
2025-09-02,700.72,14.82,1.31,4.33,0.0,2.33,0.0,0.0,3.21,706.98,16.0,4.12,5.45,2026-06-27,True
2025-09-03,706.98,9.12,1.62,5.16,0.0,2.13,0.0,0.0,1.3,709.12,9.84,4.91,2.2,2026-06-27,True
2025-09-04,709.12,11.86,0.95,5.46,0.0,2.25,0.0,0.0,3.36,710.88,12.81,5.18,5.71,2026-06-27,True
2025-09-05,710.88,10.51,1.78,10.04,0.0,2.36,0.0,0.0,0.98,709.77,11.35,11.45,1.67,2026-06-27,True
2025-09-06,709.77,11.49,1.28,5.89,0.0,2.07,0.0,0.0,0.71,713.87,12.41,5.59,1.2,2026-06-27,True
2025-09-07,713.87,10.86,1.33,4.88,0.0,2.11,0.0,0.0,1.39,717.68,11.73,4.63,2.37,2026-06-27,True
2025-09-08,717.68,14.97,1.54,5.37,15.6,1.96,0.0,0.0,0.96,710.29,16.16,5.1,1.64,2026-06-27,True
2025-09-09,710.29,13.43,0.84,4.45,0.0,2.29,0.0,0.0,3.55,714.27,14.5,4.22,6.04,2026-06-27,True
2025-09-10,714.27,9.79,1.09,6.52,0.0,2.33,0.0,0.0,1.0,715.3,10.57,6.19,1.71,2026-06-27,True
2025-09-11,715.3,10.6,1.37,6.59,0.0,2.0,0.0,0.0,3.4,715.27,11.44,6.26,5.78,2026-06-27,True
2025-09-12,715.27,9.66,0.96,7.59,0.0,2.5,0.0,0.0,1.1,714.7,10.43,8.65,1.87,2026-06-27,True
2025-09-13,714.7,8.7,1.14,5.96,0.0,2.08,0.0,0.0,0.98,715.52,9.4,5.66,1.67,2026-06-27,True
2025-09-14,715.52,10.63,1.32,5.49,0.0,1.87,0.0,0.0,0.99,719.12,11.48,5.21,1.68,2026-06-27,True
2025-09-15,719.12,12.24,1.1,5.28,0.0,2.37,32.0,0.0,0.72,692.08,13.21,5.02,1.22,2026-06-27,True
2025-09-16,692.08,12.3,1.4,6.19,0.0,1.82,0.0,0.0,3.44,694.34,13.28,5.88,5.85,2026-06-27,True
2025-09-17,694.34,8.28,1.22,5.54,0.0,1.71,0.0,0.0,0.89,695.7,8.94,5.26,1.51,2026-06-27,True
2025-09-18,695.7,11.83,1.02,34.0,0.0,2.44,0.0,0.0,3.24,668.87,12.78,32.3,5.51,2026-06-27,True
2025-09-19,668.87,8.42,1.11,8.78,0.0,1.82,0.0,0.0,1.06,666.74,9.09,10.01,1.8,2026-06-27,True
2025-09-20,666.74,8.51,1.07,6.39,0.0,2.15,0.0,0.0,1.13,666.65,9.19,6.07,1.92,2026-06-27,True
2025-09-21,666.65,12.02,0.94,5.66,0.0,2.07,0.0,0.0,0.74,671.14,12.98,5.37,1.26,2026-06-27,True
2025-09-22,671.14,15.08,1.11,5.61,15.22,2.11,0.0,0.0,1.23,663.16,16.28,5.33,2.08,2026-06-27,True
2025-09-23,663.16,12.8,0.69,4.63,0.0,2.24,0.0,0.0,3.21,666.57,13.82,4.4,5.46,2026-06-27,True
2025-09-24,666.57,10.37,1.01,5.89,0.0,1.86,0.0,0.0,1.18,669.02,11.2,5.6,2.0,2026-06-27,True
2025-09-25,669.02,10.33,0.98,5.19,0.0,1.86,0.0,0.0,3.37,669.9,11.16,4.93,5.73,2026-06-27,True
2025-09-26,669.9,11.49,1.15,9.29,0.0,2.07,0.0,0.0,1.46,669.71,12.4,10.59,2.48,2026-06-27,True
2025-09-27,669.71,10.75,1.19,5.1,0.0,2.01,0.0,0.0,1.0,673.55,11.61,4.85,1.69,2026-06-27,True
2025-09-28,673.55,10.61,1.26,5.83,0.0,2.16,0.0,0.0,0.81,676.62,11.46,5.54,1.38,2026-06-27,True
2025-09-29,676.62,10.97,1.24,5.61,0.0,2.01,0.0,0.0,0.82,680.4,11.85,5.33,1.4,2026-06-27,True
2025-09-30,680.4,12.25,0.92,6.1,0.0,2.1,0.0,0.0,3.42,681.95,13.23,5.79,5.82,2026-06-27,True
2025-10-01,681.95,9.66,0.93,5.65,0.0,2.06,0.0,0.0,0.68,684.15,10.43,5.37,1.15,2026-06-27,True
2025-10-02,684.15,10.3,1.16,5.59,0.0,2.54,0.0,0.0,3.12,684.38,11.13,5.31,5.3,2026-06-27,True
2025-10-03,684.38,9.66,0.89,9.15,0.0,2.07,0.0,0.0,0.81,682.9,10.44,10.44,1.38,2026-06-27,True
2025-10-04,682.9,11.25,1.53,5.76,0.0,2.28,0.0,0.0,0.95,686.68,12.15,5.47,1.62,2026-06-27,True
2025-10-05,686.68,10.72,1.06,5.8,0.0,2.47,0.0,0.0,1.03,689.16,11.57,5.51,1.76,2026-06-27,True
2025-10-06,689.16,11.56,0.71,5.54,15.33,2.1,0.0,0.0,1.06,677.41,12.48,5.26,1.8,2026-06-27,True
2025-10-07,677.41,13.09,1.13,4.22,0.0,2.07,0.0,0.0,3.49,681.85,14.14,4.01,5.94,2026-06-27,True
2025-10-08,681.85,12.19,1.09,8.01,0.0,1.89,0.0,0.0,0.97,684.26,13.16,7.61,1.65,2026-06-27,True
2025-10-09,684.26,9.58,1.35,35.66,0.0,2.07,0.0,0.0,2.81,654.66,10.35,33.87,4.77,2026-06-27,True
2025-10-10,654.66,11.14,1.37,8.19,0.0,1.93,0.0,0.0,0.96,656.09,12.03,9.34,1.63,2026-06-27,True
2025-10-11,656.09,10.04,0.98,6.69,0.0,2.18,0.0,0.0,0.87,657.37,10.84,6.36,1.48,2026-06-27,True
2025-10-12,657.37,9.76,1.05,5.9,0.0,2.29,0.0,0.0,1.07,658.92,10.54,5.6,1.82,2026-06-27,True
2025-10-13,658.92,14.46,1.5,5.85,0.0,2.09,0.0,0.0,0.96,665.98,15.62,5.56,1.63,2026-06-27,True
2025-10-14,665.98,13.23,0.8,6.96,0.0,1.52,0.0,0.0,3.44,668.1,14.29,6.61,5.85,2026-06-27,True
2025-10-15,668.1,8.9,1.02,5.46,0.0,1.61,32.0,0.0,1.29,637.66,9.61,5.19,2.2,2026-06-27,True
2025-10-16,637.66,10.12,1.66,5.24,0.0,1.87,0.0,0.0,2.93,639.4,10.92,4.98,4.98,2026-06-27,True
2025-10-17,639.4,11.02,0.87,8.19,0.0,2.02,0.0,0.0,1.18,639.9,11.9,9.34,2.01,2026-06-27,True
2025-10-18,639.9,11.18,1.1,4.79,0.0,2.29,0.0,0.0,0.87,644.22,12.07,4.55,1.49,2026-06-27,True
2025-10-19,644.22,9.41,1.06,6.75,0.0,2.2,0.0,0.0,1.06,644.68,10.16,6.41,1.8,2026-06-27,True
2025-10-20,644.68,14.45,1.11,6.76,16.11,2.34,0.0,0.0,1.09,633.94,15.61,6.42,1.85,2026-06-27,True
2025-10-21,633.94,12.78,1.27,6.84,0.0,1.97,0.0,0.0,3.01,636.16,13.8,6.5,5.12,2026-06-27,True
2025-10-22,636.16,11.75,0.94,7.03,0.0,1.8,0.0,0.0,0.93,639.09,12.69,6.68,1.58,2026-06-27,True
2025-10-23,639.09,9.87,1.1,6.54,0.0,1.94,0.0,0.0,3.12,638.46,10.66,6.22,5.31,2026-06-27,True
2025-10-24,638.46,9.6,0.79,9.64,0.0,2.6,0.0,0.0,1.11,635.5,10.37,10.99,1.88,2026-06-27,True
2025-10-25,635.5,10.08,0.77,6.93,0.0,2.17,0.0,0.0,1.05,636.2,10.88,6.59,1.78,2026-06-27,True
2025-10-26,636.2,9.08,1.6,4.44,0.0,2.16,0.0,0.0,0.83,639.46,9.8,4.22,1.4,2026-06-27,True
2025-10-27,639.46,13.92,1.55,5.97,0.0,2.09,0.0,0.0,1.1,645.77,15.03,5.67,1.88,2026-06-27,True
2025-10-28,645.77,12.91,1.04,6.08,0.0,1.9,0.0,0.0,3.2,648.54,13.95,5.78,5.44,2026-06-27,True
2025-10-29,648.54,10.76,0.78,6.95,0.0,1.99,0.0,0.0,1.2,649.94,11.62,6.6,2.05,2026-06-27,True
2025-10-30,649.94,12.57,0.74,5.79,0.0,1.91,0.0,0.0,3.24,652.31,13.57,5.5,5.5,2026-06-27,True
2025-10-31,652.31,9.51,1.12,9.28,0.0,2.06,0.0,0.0,1.23,650.37,10.27,10.57,2.09,2026-06-27,True
2025-11-01,650.37,8.42,1.38,7.6,0.0,2.21,0.0,0.0,1.13,649.22,9.1,7.22,1.92,2026-06-27,True
2025-11-02,649.22,12.41,0.98,6.29,0.0,2.28,0.0,0.0,1.24,652.81,13.4,5.98,2.1,2026-06-27,True
2025-11-03,652.81,12.89,0.7,5.74,16.59,2.0,0.0,0.0,1.19,640.89,13.92,5.45,2.02,2026-06-27,True
2025-11-04,640.89,12.25,0.71,5.68,0.0,1.9,0.0,0.0,3.3,642.97,13.23,5.4,5.6,2026-06-27,True
2025-11-05,642.97,10.7,1.29,6.06,0.0,2.1,0.0,0.0,0.95,645.84,11.56,5.76,1.62,2026-06-27,True
2025-11-06,645.84,9.61,1.15,6.45,0.0,2.54,0.0,0.0,3.33,644.27,10.38,6.13,5.66,2026-06-27,True
2025-11-07,644.27,10.53,0.65,8.2,0.0,2.19,0.0,0.0,1.38,643.69,11.37,9.34,2.34,2026-06-27,True
2025-11-08,643.69,10.84,1.0,6.01,0.0,1.94,0.0,0.0,1.01,646.56,11.7,5.71,1.71,2026-06-27,True
2025-11-09,646.56,9.23,1.45,5.95,0.0,1.54,0.0,0.0,0.84,648.91,9.97,5.65,1.43,2026-06-27,True
2025-11-10,648.91,13.31,1.65,6.46,0.0,1.93,0.0,0.0,1.11,654.38,14.37,6.14,1.88,2026-06-27,True
2025-11-11,654.38,12.99,1.19,5.33,0.0,2.36,0.0,0.0,3.37,657.49,14.03,5.06,5.73,2026-06-27,True
2025-11-12,657.49,10.78,0.83,5.92,0.0,1.76,0.0,0.0,1.17,660.25,11.64,5.62,1.99,2026-06-27,True
2025-11-13,660.25,11.01,1.13,4.81,0.0,2.42,0.0,0.0,3.2,661.97,11.89,4.57,5.44,2026-06-27,True
2025-11-14,661.97,10.04,0.85,9.21,0.0,2.25,0.0,0.0,0.91,660.49,10.84,10.5,1.54,2026-06-27,True
2025-11-15,660.49,10.73,0.86,4.73,0.0,2.33,32.0,0.0,1.21,631.8,11.58,4.49,2.06,2026-06-27,True
2025-11-16,631.8,7.85,1.4,6.31,0.0,1.76,0.0,0.0,0.79,632.2,8.48,5.99,1.34,2026-06-27,True
2025-11-17,632.2,14.13,1.19,5.46,15.86,1.97,0.0,0.0,1.29,622.94,15.26,5.19,2.19,2026-06-27,True
2025-11-18,622.94,11.81,1.16,4.96,0.0,2.07,0.0,0.0,3.41,625.47,12.75,4.72,5.79,2026-06-27,True
2025-11-19,625.47,10.7,0.73,5.26,0.0,2.03,0.0,0.0,0.73,628.88,11.55,5.0,1.24,2026-06-27,True
2025-11-20,628.88,9.33,0.86,6.69,0.0,1.82,0.0,0.0,3.87,626.7,10.08,6.35,6.58,2026-06-27,True
2025-11-21,626.7,9.34,1.01,8.31,0.0,2.33,0.0,0.0,1.47,624.94,10.08,9.47,2.5,2026-06-27,True
2025-11-22,624.94,10.27,1.26,6.25,0.0,2.33,0.0,0.0,1.33,626.55,11.09,5.94,2.27,2026-06-27,True
2025-11-23,626.55,10.01,1.0,5.65,0.0,1.52,0.0,0.0,1.1,629.3,10.81,5.36,1.86,2026-06-27,True
2025-11-24,629.3,14.28,1.31,5.02,0.0,1.9,0.0,0.0,0.73,637.24,15.42,4.77,1.24,2026-06-27,True
2025-11-25,637.24,14.18,1.6,7.09,0.0,2.41,0.0,0.0,3.39,640.12,15.31,6.74,5.76,2026-06-27,True
2025-11-26,640.12,11.42,0.67,6.45,0.0,1.88,0.0,0.0,1.13,642.75,12.33,6.13,1.92,2026-06-27,True
2025-11-27,642.75,12.2,1.3,4.43,0.0,1.85,0.0,0.0,3.4,646.57,13.18,4.21,5.78,2026-06-27,True
2025-11-28,646.57,10.09,1.35,9.34,0.0,2.08,0.0,0.0,0.7,645.9,10.9,10.65,1.19,2026-06-27,True
2025-11-29,645.9,10.06,1.23,5.01,0.0,2.05,0.0,0.0,0.93,649.2,10.86,4.75,1.58,2026-06-27,True
2025-11-30,649.2,10.0,0.98,6.31,0.0,1.84,0.0,0.0,1.2,650.83,10.8,6.0,2.05,2026-06-27,True
2025-12-01,650.83,13.16,1.09,6.14,16.96,2.39,0.0,0.0,1.21,638.38,14.21,5.83,2.07,2026-06-27,True
2025-12-02,638.38,14.92,1.0,7.17,0.0,2.44,0.0,0.0,3.53,641.16,16.12,6.82,6.0,2026-06-27,True
2025-12-03,641.16,11.46,1.2,5.23,0.0,2.11,0.0,0.0,1.07,645.42,12.38,4.97,1.82,2026-06-27,True
2025-12-04,645.42,9.76,0.95,4.15,0.0,2.27,0.0,0.0,3.55,646.15,10.54,3.94,6.04,2026-06-27,True
2025-12-05,646.15,11.06,1.43,8.08,0.0,2.08,0.0,0.0,1.11,647.36,11.94,9.21,1.89,2026-06-27,True
2025-12-06,647.36,11.3,0.88,6.06,0.0,2.45,0.0,0.0,0.7,650.33,12.2,5.76,1.18,2026-06-27,True
2025-12-07,650.33,9.82,0.78,5.26,0.0,2.04,0.0,0.0,1.0,652.64,10.61,5.0,1.7,2026-06-27,True
2025-12-08,652.64,13.23,1.06,5.22,0.0,2.52,0.0,0.0,1.2,657.98,14.29,4.96,2.05,2026-06-27,True
2025-12-09,657.98,12.69,1.54,7.92,0.0,1.97,0.0,0.0,3.56,658.76,13.71,7.53,6.05,2026-06-27,True
2025-12-10,658.76,9.3,0.54,5.05,0.0,1.98,0.0,0.0,1.08,660.49,10.04,4.8,1.84,2026-06-27,True
2025-12-11,660.49,9.37,1.23,7.38,0.0,2.19,0.0,0.0,3.31,658.21,10.12,7.01,5.63,2026-06-27,True
2025-12-12,658.21,12.08,1.59,9.24,0.0,2.3,0.0,0.0,1.1,659.25,13.05,10.53,1.86,2026-06-27,True
2025-12-13,659.25,11.51,0.86,5.21,0.0,1.93,0.0,0.0,1.02,663.45,12.43,4.95,1.74,2026-06-27,True
2025-12-14,663.45,10.71,1.1,5.64,0.0,2.19,0.0,0.0,1.07,666.36,11.57,5.36,1.82,2026-06-27,True
2025-12-15,666.36,13.61,0.95,6.66,16.5,2.17,32.0,0.0,0.96,622.63,14.69,6.33,1.63,2026-06-27,True
2025-12-16,622.63,13.8,1.09,4.26,0.0,2.41,0.0,0.0,3.29,627.56,14.91,4.04,5.6,2026-06-27,True
2025-12-17,627.56,9.83,1.24,3.95,0.0,2.28,0.0,0.0,1.16,631.24,10.61,3.75,1.97,2026-06-27,True
2025-12-18,631.24,9.16,1.23,5.18,0.0,2.36,0.0,0.0,3.42,630.68,9.9,4.92,5.82,2026-06-27,True
2025-12-19,630.68,9.57,1.26,7.55,0.0,2.56,0.0,0.0,1.07,630.33,10.33,8.61,1.82,2026-06-27,True
2025-12-20,630.33,12.87,0.83,4.29,0.0,2.27,0.0,0.0,1.11,636.35,13.9,4.08,1.88,2026-06-27,True
2025-12-21,636.35,9.64,1.1,5.43,0.0,2.43,0.0,0.0,0.85,638.38,10.41,5.16,1.44,2026-06-27,True
2025-12-22,638.38,12.69,1.33,6.71,0.0,2.03,0.0,0.0,0.99,642.66,13.7,6.37,1.68,2026-06-27,True
2025-12-23,642.66,13.75,1.41,4.69,0.0,1.69,0.0,0.0,3.41,648.04,14.85,4.46,5.79,2026-06-27,True
2025-12-24,648.04,10.35,1.41,5.35,0.0,1.96,0.0,0.0,1.05,651.44,11.18,5.08,1.79,2026-06-27,True
2025-12-25,651.44,10.98,0.79,4.84,0.0,2.5,0.0,0.0,3.46,652.41,11.86,4.6,5.88,2026-06-27,True
2025-12-26,652.41,10.24,1.17,8.1,0.0,1.83,0.0,0.0,0.62,653.26,11.06,9.24,1.06,2026-06-27,True
2025-12-27,653.26,11.47,1.08,6.7,0.0,2.16,0.0,0.0,1.18,655.78,12.39,6.36,2.0,2026-06-27,True
2025-12-28,655.78,10.35,0.62,5.47,0.0,1.96,0.0,0.0,1.46,657.86,11.18,5.2,2.47,2026-06-27,True
2025-12-29,657.86,13.1,1.65,7.07,16.39,2.15,0.0,0.0,0.95,646.05,14.15,6.72,1.61,2026-06-27,True
2025-12-30,646.05,11.88,0.88,6.24,0.0,1.91,0.0,0.0,3.4,647.27,12.83,5.92,5.77,2026-06-27,True
2025-12-31,647.27,10.09,1.08,4.52,0.0,2.26,0.0,0.0,1.06,650.59,10.89,4.3,1.81,2026-06-27,True
2026-01-01,650.59,9.22,1.13,5.8,0.0,1.98,0.0,0.0,3.15,650.01,9.96,5.51,5.36,2026-06-27,True
2026-01-02,650.01,11.19,0.65,9.16,0.0,2.23,0.0,0.0,1.0,649.45,12.08,10.44,1.7,2026-06-27,True
2026-01-03,649.45,9.36,1.46,5.08,0.0,1.82,0.0,0.0,1.2,652.17,10.11,4.82,2.04,2026-06-27,True
2026-01-04,652.17,11.95,1.14,3.82,0.0,2.19,0.0,0.0,1.15,658.1,12.91,3.63,1.96,2026-06-27,True
2026-01-05,658.1,13.51,1.47,5.17,0.0,2.05,0.0,0.0,1.1,664.77,14.59,4.91,1.88,2026-06-27,True
2026-01-06,664.77,12.78,1.08,5.98,0.0,2.21,0.0,0.0,3.02,667.43,13.8,5.68,5.14,2026-06-27,True
2026-01-07,667.43,9.92,1.38,5.74,0.0,1.76,0.0,0.0,0.99,670.24,10.71,5.45,1.69,2026-06-27,True
2026-01-08,670.24,10.25,0.64,5.86,0.0,1.9,0.0,0.0,3.35,670.02,11.07,5.56,5.69,2026-06-27,True
2026-01-09,670.02,9.22,0.73,9.37,0.0,1.84,0.0,0.0,1.12,667.63,9.96,10.68,1.91,2026-06-27,True
2026-01-10,667.63,13.33,0.99,6.05,0.0,2.05,0.0,0.0,1.04,672.81,14.4,5.75,1.77,2026-06-27,True
2026-01-11,672.81,10.6,1.0,5.83,0.0,1.9,0.0,0.0,1.17,675.52,11.45,5.53,1.98,2026-06-27,True
2026-01-12,675.52,12.07,1.18,6.01,17.0,1.97,0.0,0.0,1.52,662.27,13.04,5.71,2.59,2026-06-27,True
2026-01-13,662.27,14.38,1.27,4.71,0.0,1.38,0.0,0.0,2.96,668.87,15.53,4.48,5.04,2026-06-27,True
2026-01-14,668.87,10.33,1.19,4.51,0.0,1.91,0.0,0.0,1.02,672.96,11.15,4.28,1.73,2026-06-27,True
2026-01-15,672.96,9.13,1.06,6.42,0.0,2.14,32.0,0.0,3.34,639.25,9.86,6.1,5.68,2026-06-27,True
2026-01-16,639.25,10.72,0.65,8.08,0.0,2.05,0.0,0.0,1.07,639.43,11.58,9.21,1.82,2026-06-27,True
2026-01-17,639.43,10.3,0.97,5.43,0.0,2.05,0.0,0.0,1.13,642.09,11.12,5.16,1.93,2026-06-27,True
2026-01-18,642.09,10.32,1.37,5.8,0.0,1.89,0.0,0.0,0.69,645.39,11.15,5.51,1.17,2026-06-27,True
2026-01-19,645.39,13.74,1.22,5.42,0.0,1.85,0.0,0.0,1.16,651.93,14.84,5.15,1.96,2026-06-27,True
2026-01-20,651.93,12.13,1.15,4.66,0.0,2.45,0.0,0.0,3.63,654.47,13.1,4.43,6.17,2026-06-27,True
2026-01-21,654.47,11.91,1.19,5.6,0.0,1.98,0.0,0.0,0.89,659.1,12.87,5.32,1.52,2026-06-27,True
2026-01-22,659.1,11.82,1.15,6.84,0.0,1.91,0.0,0.0,3.5,659.83,12.77,6.5,5.94,2026-06-27,True
2026-01-23,659.83,10.29,0.93,7.9,0.0,2.27,0.0,0.0,1.25,659.63,11.11,9.01,2.13,2026-06-27,True
2026-01-24,659.63,10.13,1.27,4.32,0.0,2.29,0.0,0.0,0.93,663.48,10.94,4.11,1.58,2026-06-27,True
2026-01-25,663.48,9.99,1.16,5.71,0.0,1.66,0.0,0.0,0.74,666.53,10.79,5.43,1.25,2026-06-27,True
2026-01-26,666.53,13.38,0.83,5.54,17.38,2.29,0.0,0.0,1.09,654.44,14.45,5.27,1.85,2026-06-27,True
2026-01-27,654.44,12.86,0.91,6.19,0.0,2.05,0.0,0.0,3.34,656.63,13.89,5.88,5.67,2026-06-27,True
2026-01-28,656.63,11.95,1.21,6.91,0.0,2.05,0.0,0.0,1.28,659.55,12.9,6.56,2.17,2026-06-27,True
2026-01-29,659.55,9.94,0.83,5.27,0.0,2.44,0.0,0.0,3.23,659.38,10.74,5.01,5.49,2026-06-27,True
2026-01-30,659.38,10.82,1.13,9.72,0.0,2.22,0.0,0.0,1.03,658.36,11.69,11.08,1.74,2026-06-27,True
2026-01-31,658.36,12.25,1.07,5.36,0.0,1.84,0.0,0.0,1.2,663.27,13.23,5.09,2.04,2026-06-27,True
2026-02-01,663.27,11.37,1.25,4.23,0.0,1.83,0.0,0.0,0.93,668.9,12.28,4.02,1.59,2026-06-27,True
2026-02-02,668.9,12.56,0.74,6.33,0.0,2.05,0.0,0.0,1.26,672.56,13.57,6.01,2.14,2026-06-27,True
2026-02-03,672.56,13.97,1.63,6.22,0.0,2.34,0.0,0.0,3.18,676.41,15.09,5.91,5.4,2026-06-27,True
2026-02-04,676.41,8.9,1.04,6.06,0.0,2.21,0.0,0.0,0.67,677.42,9.62,5.76,1.14,2026-06-27,True
2026-02-05,677.42,10.96,1.34,6.23,0.0,1.67,0.0,0.0,3.61,678.2,11.84,5.92,6.14,2026-06-27,True
